Country,State,Crop,Season,Year,Soil_Type,Soil_pH,Soil_Moisture_%,Nitrogen_N,Phosphorus_P,Potassium_K,Temperature_C,Rainfall_mm,Humidity_%,Wind_Speed_kmph,Irrigation_Type,Area_hectare,Yield_kg_per_ha
India,Bihar,Groundnut,Rabi,2003,Laterite,7.38,57.2,102,76,65,33.7,1437,40,10.3,Sprinkler,8.98,1553.4
India,Rajasthan,Chickpea,Rabi,2005,Sandy,7.18,44.7,100,37,111,30.7,679,69,12,Drip,11.03,1465.7
India,Bihar,Groundnut,Kharif,2015,Black,6.85,37.5,21,23,95,24,1271,34,6.8,Rainfed,7.69,1561.7
India,Punjab,Rice,Rabi,2012,Loamy,7.27,42.6,33,20,82,29.8,697,48,4.5,Canal,8.45,3223.4
India,Uttar Pradesh,Mango,Zaid,2011,Red,7.68,38.3,89,38,93,22.4,1458,38,11.5,Sprinkler,4.86,9012.3
India,Andhra Pradesh,Wheat,Kharif,2021,Black,6.88,56.2,95,63,22,36,849,32,17.2,Sprinkler,7.03,3007.4
India,Tamil Nadu,Cotton,Zaid,2011,Clay,5.86,38.3,97,18,73,27.1,1203,85,9.6,Rainfed,13.04,2302.8
India,Madhya Pradesh,Rice,Zaid,2001,Loamy,5.88,24.2,32,45,97,32.9,306,57,3.6,Canal,12.97,2462.8
India,Maharashtra,Soybean,Rabi,2012,Alluvial,6.84,43.9,92,28,39,22.8,1993,40,13.6,Rainfed,12.5,1403.3
India,Andhra Pradesh,Rice,Rabi,2002,Red,6.27,44.9,133,16,114,31.9,1392,71,13.6,Drip,2.29,3104.7
India,Maharashtra,Mustard,Kharif,2012,Loamy,7.59,50.6,125,26,61,38.2,1892,89,5.1,Sprinkler,14.61,1711.5
India,Uttar Pradesh,Maize,Zaid,2024,Loamy,6.91,57.3,29,57,63,17.7,1540,63,9.2,Rainfed,1.7,4482.7
India,Tamil Nadu,Tea,Rabi,2001,Sandy,7.06,37.7,46,60,66,29.8,1211,84,19.9,Rainfed,14.56,2674.7
India,Karnataka,Banana,Kharif,2018,Black,5.51,34.1,33,67,27,27.5,1526,85,1.8,Rainfed,10.5,30997.3
India,Madhya Pradesh,Onion,Kharif,2008,Clay,6.65,39.6,28,16,34,28.5,1045,79,3.3,Drip,13.52,14345.5
India,Punjab,Tomato,Rabi,2019,Black,6.49,56,124,71,62,19.9,1927,48,17.8,Sprinkler,10.94,26087.9
India,Karnataka,Millet,Zaid,2000,Alluvial,7.12,59.2,54,76,29,15.7,1594,60,14.7,Sprinkler,11.89,1133.2
India,Andhra Pradesh,Chickpea,Rabi,2012,Clay,7.75,29.2,125,76,49,22.1,1911,90,12,Canal,13.86,1329.2
India,Punjab,Chickpea,Kharif,2001,Laterite,7.04,39.9,140,62,107,36.4,1236,73,3.1,Rainfed,4.3,1488.4
India,Bihar,Banana,Rabi,2014,Clay,7.02,30.4,86,50,32,35.2,1011,30,2.3,Canal,15,37584.3
India,Rajasthan,Pigeon Pea,Kharif,2018,Laterite,7.61,34.7,49,26,99,39.9,1626,82,8.8,Rainfed,8.93,1422.8
India,Punjab,Sorghum,Zaid,2024,Clay,7.79,21.3,48,66,96,33.5,612,31,2.4,Rainfed,13.7,1400.5
India,Uttar Pradesh,Soybean,Kharif,2024,Clay,5.95,26.4,103,53,51,23.8,1925,70,14.6,Rainfed,5.03,1413.7
India,Gujarat,Millet,Rabi,2015,Alluvial,7.36,35.9,87,73,56,38,499,59,17.3,Rainfed,5.88,879.7
India,Rajasthan,Soybean,Rabi,2010,Laterite,5.87,34.6,33,29,65,34.8,732,44,15.8,Canal,4.12,1690
India,Maharashtra,Sugarcane,Rabi,2014,Clay,6.55,31.2,128,10,42,32.5,1800,79,18.5,Rainfed,13.39,49551.4
India,Madhya Pradesh,Tea,Zaid,2005,Loamy,5.73,29.2,58,40,98,28.4,1295,95,23.8,Drip,10.28,2107.5
India,Maharashtra,Tomato,Rabi,2013,Black,6.93,50,40,26,107,32.9,1738,76,24.2,Sprinkler,1.27,25072.5
India,Maharashtra,Maize,Zaid,2005,Loamy,6.95,48.3,25,37,112,36.6,1647,89,8,Sprinkler,2.01,2900.8
India,Uttar Pradesh,Mango,Rabi,2018,Loamy,7.06,34.7,59,58,78,19.9,521,59,18.8,Sprinkler,6.28,8283.4
India,Bihar,Onion,Rabi,2004,Red,6.92,52.1,108,64,38,17.4,1538,71,24.8,Rainfed,13.04,14995.1
India,Andhra Pradesh,Sugarcane,Zaid,2010,Alluvial,6.18,26.7,41,17,103,15.4,478,65,10.9,Canal,6.59,52277
India,Madhya Pradesh,Coffee,Kharif,2003,Clay,7.43,26.3,75,41,118,32.8,817,51,5.4,Drip,1.13,2217
India,Maharashtra,Banana,Rabi,2025,Sandy,6.77,47.2,65,60,69,22,1057,34,18.5,Drip,5.21,46825.5
India,Maharashtra,Tea,Kharif,2025,Sandy,6.63,56.6,139,78,100,33,1854,86,10.2,Sprinkler,10.9,2817.2
India,Punjab,Sugarcane,Zaid,2008,Loamy,7.77,25.7,109,47,46,19.6,1517,37,2.9,Sprinkler,7.43,58555.9
India,Andhra Pradesh,Barley,Rabi,2008,Loamy,6.15,22.9,135,28,34,25.9,707,67,19,Rainfed,11.26,2188.7
India,Karnataka,Soybean,Rabi,2016,Alluvial,6.71,57.4,123,15,116,15.3,1004,32,10.8,Rainfed,11.3,1948.4
India,Maharashtra,Millet,Zaid,2007,Red,7.07,24.7,34,54,83,17.7,830,65,15.2,Canal,12.23,1329.6
India,Uttar Pradesh,Tomato,Rabi,2014,Alluvial,5.79,30,129,79,53,17,1892,34,17.6,Rainfed,12.08,26431.1
India,Gujarat,Groundnut,Kharif,2008,Red,6.31,57.2,43,25,43,34.8,514,76,20.7,Canal,10.26,1538.4
India,Madhya Pradesh,Mustard,Kharif,2004,Clay,7.34,52.1,99,63,21,37.6,1848,69,15.9,Rainfed,9,1686.8
India,Maharashtra,Cotton,Zaid,2003,Black,6.04,33.7,63,41,102,19.4,1690,77,23.5,Canal,1.75,1880.2
India,Uttar Pradesh,Groundnut,Rabi,2025,Black,6.63,58.2,92,38,48,28.1,432,67,12.6,Rainfed,3.26,1304.1
India,Uttar Pradesh,Soybean,Rabi,2019,Red,6.95,42.7,129,61,28,18.8,692,78,13.7,Drip,12.93,1376.1
India,Madhya Pradesh,Onion,Zaid,2017,Loamy,7.04,22.9,99,78,28,34.5,1479,54,8.3,Sprinkler,12.6,16126.9
India,Karnataka,Maize,Kharif,2008,Laterite,7.18,48.1,134,38,38,35.5,1473,51,4.2,Canal,8.24,2646.6
India,Uttar Pradesh,Chickpea,Kharif,2020,Black,7.49,41.5,44,12,75,34.6,621,62,16.1,Drip,12.18,1478.2
India,Uttar Pradesh,Mustard,Rabi,2002,Alluvial,7.13,59.8,56,77,118,23.4,1437,52,18.1,Sprinkler,0.84,1543.4
India,Uttar Pradesh,Sugarcane,Kharif,2021,Clay,7.18,26.1,22,53,110,20.2,330,62,15.9,Rainfed,6.03,74226.1
India,Uttar Pradesh,Millet,Rabi,2008,Laterite,6.19,46.3,79,34,107,15.1,886,44,7.8,Rainfed,12.85,1357.8
India,Bihar,Onion,Kharif,2008,Loamy,7.73,38.3,78,31,103,16.6,1831,72,14.4,Sprinkler,1.18,25371.3
India,Bihar,Potato,Rabi,2020,Sandy,7.49,30.9,52,51,85,39.7,1821,93,24.7,Sprinkler,2,18515.8
India,Karnataka,Cotton,Kharif,2023,Alluvial,6.17,47.7,58,17,29,37.8,1391,69,22.2,Rainfed,5.71,1442.5
India,Maharashtra,Mango,Rabi,2003,Sandy,7.05,46.7,82,53,66,17,1375,61,11,Drip,5.58,8294
India,Uttar Pradesh,Wheat,Zaid,2020,Laterite,7.15,54.3,108,62,106,26.5,1740,89,17.5,Rainfed,8.14,2642.5
India,Andhra Pradesh,Tea,Kharif,2006,Red,6.49,55.2,122,76,18,39.4,816,73,5.4,Sprinkler,7.99,1648.8
India,Maharashtra,Rice,Zaid,2006,Alluvial,7.49,42.5,104,36,11,16.4,289,49,1.2,Sprinkler,1.04,3820.5
India,Karnataka,Mango,Kharif,2022,Sandy,7.09,33,68,20,37,31.7,1723,70,21.1,Rainfed,8.39,9277.1
India,Tamil Nadu,Sugarcane,Kharif,2007,Clay,7.01,41.2,122,36,43,17.7,762,78,10.9,Canal,2.2,69424.8
India,Maharashtra,Sorghum,Rabi,2020,Clay,6.44,31.1,90,66,92,16.2,1079,31,8.6,Rainfed,14.16,1859
India,Rajasthan,Groundnut,Kharif,2000,Sandy,6.5,42.1,110,48,87,30,461,80,23.1,Drip,14.95,1342.9
India,Rajasthan,Cotton,Rabi,2008,Laterite,6.92,43.6,106,30,65,16,673,41,16.6,Canal,9.9,1966.4
India,Gujarat,Barley,Rabi,2024,Laterite,5.7,58.2,27,66,14,27.6,215,85,3.2,Rainfed,8.24,2637.6
India,Bihar,Tomato,Kharif,2022,Loamy,6.21,31.9,32,60,94,22.5,1143,76,18.2,Drip,3.07,25331.3
India,Bihar,Mango,Rabi,2011,Clay,6.59,34.9,45,26,31,32.7,1215,70,22.4,Drip,7.37,7841.1
India,Punjab,Onion,Kharif,2005,Clay,7.19,46.7,110,40,68,27.8,751,80,23.1,Rainfed,14.17,17946.8
India,Madhya Pradesh,Potato,Zaid,2012,Loamy,7.21,44,75,23,49,15.4,730,46,10.3,Canal,8.01,24149.7
India,Madhya Pradesh,Tea,Rabi,2004,Laterite,6.63,20.1,125,11,93,21.6,1005,40,5.1,Sprinkler,12.14,1677.2
India,Karnataka,Tea,Rabi,2020,Red,5.77,32.5,50,35,101,27.2,1312,34,24.1,Canal,8.93,1709.9
India,Punjab,Tomato,Zaid,2018,Black,6.17,30.2,36,31,72,17.4,1943,58,20.5,Drip,7.58,29250.4
India,Maharashtra,Onion,Zaid,2025,Sandy,6.09,53.6,56,37,41,37.1,1060,63,11.4,Rainfed,1.5,16907
India,Madhya Pradesh,Coffee,Kharif,2000,Red,7.3,54.6,144,15,54,37.4,1880,37,16.2,Drip,14.16,1553.7
India,Uttar Pradesh,Sorghum,Rabi,2021,Sandy,5.91,31.4,66,28,92,17.8,1955,56,10.5,Sprinkler,2.45,1740.3
India,Andhra Pradesh,Chickpea,Zaid,2023,Clay,6.57,24.1,70,65,101,37.1,1295,47,12,Canal,11.05,849.4
India,Maharashtra,Onion,Rabi,2017,Red,7.04,28.2,133,30,96,29.3,1209,88,8.9,Drip,4.83,19510.4
India,Gujarat,Potato,Zaid,2007,Clay,7.72,27.1,77,51,42,36.6,308,67,2.3,Drip,5.03,26092.9
India,Uttar Pradesh,Millet,Rabi,2023,Loamy,7.8,29.5,63,29,91,30.7,602,41,24.9,Sprinkler,7.96,1089.6
India,Uttar Pradesh,Tea,Zaid,2025,Loamy,7.69,29.4,117,53,44,37.9,1997,62,6.7,Drip,7.25,2240.6
India,Punjab,Tomato,Rabi,2007,Clay,7.15,39.2,30,40,55,26.5,1543,33,8,Drip,1.75,35912.6
India,Karnataka,Onion,Kharif,2025,Clay,7.22,32.8,31,18,110,40,1402,59,8.8,Sprinkler,2.86,19306.8
India,Gujarat,Millet,Rabi,2014,Alluvial,7.25,42.4,73,59,115,36.4,1220,89,6.9,Sprinkler,13.93,1189.9
India,Madhya Pradesh,Cotton,Kharif,2018,Black,7.48,33.8,53,41,45,30.7,1429,64,8.8,Drip,6.69,2430.7
India,Punjab,Mustard,Kharif,2009,Clay,7.69,52.6,119,49,117,24.8,1425,44,14.6,Drip,6.07,1364.7
India,Madhya Pradesh,Mango,Kharif,2023,Sandy,6.53,58,41,61,71,30.4,599,90,2.9,Sprinkler,7.9,10128.3
India,Punjab,Mustard,Rabi,2015,Laterite,6.46,36.2,24,78,92,33.2,1613,91,2.7,Sprinkler,3.85,1736.5
India,Punjab,Mango,Rabi,2010,Black,6.56,22,39,36,99,23.6,1038,48,12.1,Sprinkler,1.81,5777.9
India,Punjab,Sorghum,Kharif,2011,Sandy,7.02,29.6,137,11,109,28.5,1463,41,17.7,Drip,13.51,1294.4
India,Karnataka,Sorghum,Zaid,2015,Alluvial,7.28,24.1,68,10,116,37.3,826,36,6.2,Drip,2.49,1595.4
India,Punjab,Soybean,Rabi,2015,Clay,7.5,33.8,138,17,35,38.8,1239,80,13.5,Drip,9.68,1170.5
India,Tamil Nadu,Millet,Rabi,2019,Sandy,6.55,45.8,26,19,16,30.5,1523,76,11.6,Sprinkler,10.64,1469.8
India,Andhra Pradesh,Cotton,Rabi,2002,Sandy,6.34,40.8,99,78,96,18.8,1301,80,11.9,Sprinkler,0.63,1933.6
India,Maharashtra,Sugarcane,Kharif,2008,Black,6.03,50.7,126,50,96,21.2,533,93,15.3,Rainfed,14.76,77490.1
India,Rajasthan,Sorghum,Zaid,2007,Clay,6.01,25.3,43,57,109,16.6,1111,42,12.3,Rainfed,12.8,1792.3
India,Gujarat,Mustard,Zaid,2009,Sandy,7.15,29.1,107,57,41,24.3,694,32,7.5,Sprinkler,6.27,1409.3
India,Bihar,Tomato,Zaid,2012,Laterite,5.91,47,74,42,88,21.7,866,56,15,Rainfed,0.71,23626.3
India,Karnataka,Mustard,Zaid,2017,Clay,6.42,27.9,117,78,100,27.9,1643,66,4.3,Rainfed,13.69,1662.8
India,Maharashtra,Cotton,Kharif,2012,Red,6.17,47.2,44,60,90,15.1,286,57,11,Drip,12.56,2468.8
India,Uttar Pradesh,Wheat,Rabi,2012,Laterite,5.89,59.1,48,73,93,32,663,62,4.2,Drip,14.12,3508.6
India,Tamil Nadu,Potato,Rabi,2014,Alluvial,6.83,53.3,83,32,66,26,1621,66,8.6,Canal,14.77,20721.2
India,Bihar,Maize,Kharif,2012,Loamy,6.36,26.4,148,61,89,21.5,1723,44,16.3,Sprinkler,3.81,3707.7
India,Rajasthan,Pigeon Pea,Rabi,2015,Black,6.56,40.8,143,52,115,21.8,583,85,19.9,Canal,4.47,1232.9
India,Maharashtra,Barley,Kharif,2007,Red,5.95,36.9,128,19,71,16.1,497,47,6.7,Drip,6.12,1866.8
India,Tamil Nadu,Tea,Rabi,2018,Sandy,6.29,25.1,69,28,89,25.9,1214,50,11,Canal,11.32,2600.2
India,Rajasthan,Sugarcane,Rabi,2009,Laterite,6.08,56.3,119,14,87,27.4,1024,64,22.9,Drip,1.17,86098.6
India,Uttar Pradesh,Mustard,Rabi,2011,Red,6.5,27.7,99,64,83,35.6,1776,90,3.4,Rainfed,10.38,1511.4
India,Punjab,Mango,Zaid,2013,Sandy,6.57,32.8,48,71,75,29.1,703,66,24.6,Rainfed,2.46,10051.4
India,Madhya Pradesh,Pigeon Pea,Kharif,2005,Red,6.72,34.1,81,14,106,29.7,1366,81,16.4,Rainfed,11.88,949.7
India,Uttar Pradesh,Banana,Kharif,2020,Clay,7.73,31.5,90,16,50,17.4,1874,60,15.6,Drip,10.05,44984.9
India,Punjab,Maize,Rabi,2023,Clay,7.58,54.1,146,42,95,23.8,509,61,6.1,Canal,8.56,2822.1
India,Karnataka,Mustard,Kharif,2008,Laterite,6.9,33.2,53,15,75,34.9,548,54,5.7,Rainfed,5.36,1035.5
India,Gujarat,Chickpea,Kharif,2006,Red,6.91,59.8,27,60,16,24.4,681,34,4.8,Sprinkler,4.68,1524
India,Gujarat,Chickpea,Zaid,2005,Loamy,5.71,53.6,62,21,50,25.8,1224,93,5.1,Drip,0.82,1435.6
India,Madhya Pradesh,Wheat,Zaid,2021,Clay,7.13,33.8,93,13,54,17.9,793,85,17.8,Rainfed,13.77,3137.1
India,Rajasthan,Mustard,Kharif,2000,Sandy,6.4,48.5,20,10,53,15.7,1207,85,17.9,Rainfed,2.11,1539.8
India,Tamil Nadu,Mustard,Zaid,2020,Black,7.43,41.4,57,61,39,18.6,1069,74,10.6,Rainfed,11.83,1197.2
India,Rajasthan,Sugarcane,Zaid,2013,Clay,7.67,51.5,26,62,47,22.4,1156,43,22.8,Drip,5.88,50286.1
India,Tamil Nadu,Onion,Zaid,2023,Alluvial,6.46,26.1,100,23,48,22.1,1913,44,23.1,Canal,7.1,19477.3
India,Rajasthan,Onion,Rabi,2005,Red,6.56,45.5,43,30,28,32.6,573,36,21.2,Drip,4.17,17695.7
India,Andhra Pradesh,Maize,Kharif,2011,Loamy,6.86,50.9,54,40,56,19,1407,81,1.4,Drip,2.49,3205
India,Karnataka,Banana,Kharif,2016,Clay,5.95,50.4,61,50,47,34,1055,88,8.3,Sprinkler,1.2,29726
India,Karnataka,Maize,Rabi,2004,Laterite,7.63,58.5,63,66,26,32.7,1423,70,8,Rainfed,0.73,3000.8
India,Punjab,Barley,Rabi,2010,Red,6.5,22.3,23,16,110,18.8,1277,85,2.6,Canal,8.91,2618.7
India,Bihar,Cotton,Zaid,2004,Alluvial,5.88,33.8,127,70,83,31.5,1561,89,22.4,Sprinkler,13.5,2486.5
India,Karnataka,Coffee,Kharif,2011,Red,7.25,39.1,138,24,88,23.2,1161,40,24.8,Drip,3.8,2143.9
India,Karnataka,Coffee,Rabi,2002,Red,6,32.4,96,18,78,17.7,1463,55,4.4,Sprinkler,1.62,1581.4
India,Uttar Pradesh,Sorghum,Zaid,2023,Clay,5.83,32.4,43,69,111,30.6,1524,39,7.8,Rainfed,8.18,1861.3
India,Uttar Pradesh,Sugarcane,Kharif,2008,Red,6.79,27,90,65,116,34.8,521,56,1.6,Rainfed,7.73,77867.9
India,Punjab,Rice,Zaid,2005,Laterite,7.04,52.5,142,24,108,39.1,1865,60,3.8,Canal,11.13,2358.4
India,Bihar,Mustard,Kharif,2021,Alluvial,6.81,56.3,110,16,13,28.8,1504,76,13,Drip,3.36,1473.6
India,Madhya Pradesh,Chickpea,Zaid,2001,Clay,7.01,23.3,113,33,44,29.2,374,74,9.8,Rainfed,13,1410.3
India,Uttar Pradesh,Rice,Kharif,2025,Alluvial,5.77,26.2,92,66,10,26.6,1750,94,11.2,Sprinkler,1.48,2346.1
India,Madhya Pradesh,Maize,Kharif,2001,Laterite,6.59,29.1,122,73,90,22.7,543,45,17,Sprinkler,8.06,2583.7
India,Maharashtra,Onion,Kharif,2021,Red,6.32,40.4,122,34,94,18.6,1255,40,3.3,Sprinkler,9.84,14793.2
India,Uttar Pradesh,Millet,Kharif,2011,Red,7.74,51.6,104,43,119,22.5,764,77,21.3,Rainfed,3.91,1215.5
India,Andhra Pradesh,Groundnut,Zaid,2007,Clay,5.61,22.9,121,63,67,23.3,1236,76,21.8,Canal,1.26,1296.2
India,Bihar,Tea,Rabi,2001,Alluvial,6.19,45.5,64,43,31,33.4,1799,39,4.9,Canal,1.81,2168.7
India,Punjab,Onion,Kharif,2008,Red,7.67,26,108,37,14,18.2,1803,83,16.2,Canal,13.26,20343
India,Maharashtra,Mustard,Kharif,2015,Loamy,7.76,58.9,89,10,69,19.7,1615,52,17.6,Canal,0.51,1151.1
India,Bihar,Millet,Kharif,2024,Black,7.4,56,68,46,119,39.3,1666,61,5.2,Rainfed,4.41,1538.4
India,Andhra Pradesh,Mango,Kharif,2014,Red,5.67,58,138,39,45,16.8,1114,75,10,Canal,14.7,9180
India,Bihar,Mustard,Zaid,2013,Loamy,6.79,24.2,103,34,111,38.2,1763,69,17.6,Rainfed,6,1311.9
India,Andhra Pradesh,Onion,Rabi,2019,Red,6.42,39.5,59,69,18,18.7,1041,73,17.2,Drip,2.26,24405
India,Andhra Pradesh,Rice,Rabi,2003,Sandy,7.35,26.6,37,11,93,28.4,575,37,21.1,Rainfed,1.32,2900.3
India,Madhya Pradesh,Wheat,Rabi,2003,Alluvial,5.63,44,66,37,119,24.9,1816,49,4.2,Canal,14.09,3169.8
India,Rajasthan,Banana,Zaid,2010,Alluvial,5.95,29.3,20,57,66,25,1027,83,8.7,Drip,13.26,42347.4
India,Maharashtra,Potato,Rabi,2020,Loamy,6.63,50.8,58,37,115,32.5,1281,90,19.1,Canal,1.73,24433.3
India,Bihar,Groundnut,Zaid,2023,Black,5.86,45.8,131,33,118,31.4,1328,57,7,Canal,9.02,1543.5
India,Tamil Nadu,Barley,Zaid,2017,Black,7.09,42.9,42,27,87,38.6,348,93,13.9,Rainfed,9.51,1778.7
India,Rajasthan,Onion,Zaid,2004,Alluvial,7.12,40,56,77,99,30.2,846,85,4.8,Rainfed,2.54,21719.8
India,Maharashtra,Potato,Rabi,2001,Sandy,6.51,30.8,90,17,13,19.4,1490,79,7.1,Sprinkler,3.08,30556.8
India,Karnataka,Rice,Rabi,2014,Sandy,7.52,44.8,95,65,60,26.9,1419,65,8.1,Drip,14.12,3597.9
India,Tamil Nadu,Sorghum,Rabi,2010,Laterite,5.82,58.3,142,70,48,27.4,1980,44,2,Canal,9.68,1645.9
India,Madhya Pradesh,Banana,Kharif,2023,Laterite,6.63,45.2,128,27,115,24.2,601,40,2.1,Sprinkler,12.88,29556.7
India,Bihar,Pigeon Pea,Kharif,2016,Red,5.64,57.4,140,68,61,18.6,822,85,19.3,Rainfed,8.14,889.7
India,Gujarat,Mango,Zaid,2015,Black,5.72,40.6,33,27,84,37,501,30,7.9,Sprinkler,2.1,6642.3
India,Rajasthan,Wheat,Rabi,2014,Laterite,6.41,59.9,74,51,80,15.8,1752,47,10.6,Canal,11.55,2599.4
India,Punjab,Soybean,Zaid,2022,Clay,7.67,26.4,76,62,64,18.4,1723,69,14.9,Drip,12.71,1230.9
India,Bihar,Groundnut,Zaid,2002,Laterite,7.59,41.5,23,42,117,26.4,1844,94,6.4,Canal,1.2,1586.8
India,Rajasthan,Banana,Rabi,2019,Alluvial,6.57,28.5,68,30,40,37.2,1388,49,2.8,Drip,2.18,29513
India,Karnataka,Onion,Kharif,2014,Black,5.83,38.1,100,69,59,17.6,684,44,24,Rainfed,3.77,18925.8
India,Gujarat,Millet,Rabi,2023,Black,5.91,26.8,54,23,17,33.4,1814,35,20.9,Canal,2.6,1220.4
India,Karnataka,Rice,Zaid,2018,Sandy,6.37,28.9,129,42,96,22.2,691,48,19.2,Sprinkler,10.74,3402.6
India,Gujarat,Barley,Zaid,2012,Laterite,5.98,28.4,121,13,24,16.9,891,84,13.8,Rainfed,1.82,1851.6
India,Punjab,Coffee,Kharif,2015,Sandy,5.69,32.8,140,52,74,37.4,239,39,16.3,Rainfed,1.89,2256.5
India,Bihar,Potato,Zaid,2022,Laterite,7.05,25.4,29,11,19,39.3,1240,40,21.7,Sprinkler,14.95,24161.2
India,Madhya Pradesh,Maize,Zaid,2011,Alluvial,6.84,52.4,132,49,50,18.3,984,39,10.3,Canal,8.39,3320.1
India,Karnataka,Sorghum,Rabi,2016,Alluvial,6.17,28.8,21,59,97,37.4,1366,38,3.5,Canal,6.12,2040.8
India,Karnataka,Maize,Kharif,2015,Red,7.29,36.7,82,72,88,31.2,1942,59,21.2,Sprinkler,5.42,3551.4
India,Andhra Pradesh,Banana,Rabi,2008,Laterite,7.28,20.6,139,58,57,20,303,84,2.5,Canal,7.15,34257.1
India,Gujarat,Millet,Rabi,2005,Laterite,6.63,24.2,35,73,30,31.8,365,60,23,Canal,4.29,859.3
India,Uttar Pradesh,Onion,Rabi,2018,Black,5.72,55.9,37,59,95,35.3,1215,65,18.3,Drip,13.98,24510.4
India,Bihar,Sorghum,Zaid,2022,Loamy,7.61,53.5,61,19,33,27.3,1996,67,11.7,Canal,14.05,1852.5
India,Gujarat,Onion,Zaid,2012,Black,7.04,53.6,143,32,83,37.7,718,55,15.8,Sprinkler,14.48,21762.8
India,Andhra Pradesh,Coffee,Kharif,2020,Loamy,6.07,36.5,69,46,32,28.2,1166,52,13.8,Sprinkler,13.74,1740.3
India,Maharashtra,Sugarcane,Zaid,2023,Sandy,6.9,25.7,22,19,89,19.6,567,71,10.6,Drip,14.03,82193.6
India,Gujarat,Cotton,Kharif,2007,Red,6.43,24.3,91,34,78,32.7,1154,53,4.1,Canal,6.97,1726
India,Madhya Pradesh,Coffee,Rabi,2011,Alluvial,6.96,44.2,135,42,42,31.9,530,38,20.4,Canal,4.54,1497.1
India,Bihar,Mustard,Rabi,2008,Laterite,6.59,53.1,144,26,45,31,519,86,15.1,Drip,5.65,1761.5
India,Andhra Pradesh,Chickpea,Zaid,2021,Sandy,6.62,56,146,33,34,37,810,68,17.9,Rainfed,11.54,890.2
India,Maharashtra,Wheat,Zaid,2003,Red,7.19,31.5,24,58,113,28.2,1891,84,6,Canal,2.47,3484.3
India,Tamil Nadu,Sugarcane,Kharif,2012,Black,6.91,32.8,103,39,67,32.6,1387,61,5.8,Rainfed,0.57,58602.4
India,Andhra Pradesh,Tomato,Zaid,2001,Red,5.68,24,42,74,99,38.9,869,72,21.1,Rainfed,10.79,37974.3
India,Tamil Nadu,Soybean,Zaid,2002,Sandy,5.65,51,92,37,75,18.4,1350,90,14.1,Canal,7.95,1395.5
India,Bihar,Rice,Zaid,2004,Alluvial,6.2,31,116,22,107,24.7,559,79,11.9,Sprinkler,11.22,2791.4
India,Karnataka,Tea,Rabi,2023,Black,6.49,39.2,93,66,40,20.5,1347,53,3.2,Rainfed,9.69,1601.5
India,Andhra Pradesh,Sorghum,Zaid,2025,Clay,6.13,57.2,46,69,113,23.1,1856,51,11.2,Sprinkler,2.79,1912.1
India,Punjab,Tea,Zaid,2017,Black,7,50.1,81,19,53,27.8,1886,48,17.9,Canal,9.95,2683.6
India,Tamil Nadu,Banana,Rabi,2020,Alluvial,5.95,22.1,26,74,72,36.1,1256,61,3.5,Drip,14.63,45103.4
India,Madhya Pradesh,Tea,Rabi,2013,Loamy,7.12,20.3,29,16,54,25,1783,90,1.7,Rainfed,9.01,2512.5
India,Punjab,Tea,Rabi,2024,Black,7.28,51.5,46,69,92,28.9,897,31,14.3,Drip,3.48,1946.9
India,Rajasthan,Potato,Rabi,2001,Sandy,5.79,42.1,87,72,110,35.3,1794,79,8.6,Rainfed,3.12,27584.2
India,Rajasthan,Wheat,Zaid,2014,Loamy,7,48.8,67,35,91,38.2,802,53,22.7,Sprinkler,3.21,1983.2
India,Maharashtra,Wheat,Zaid,2007,Black,7.71,26.3,126,47,59,23.7,1466,83,15.2,Canal,10.7,3181.6
India,Karnataka,Cotton,Zaid,2015,Laterite,5.94,54.9,86,63,76,19.4,1854,58,8.2,Canal,12.32,2501.1
India,Bihar,Mango,Kharif,2002,Red,7.59,50.9,108,54,80,29.6,1217,77,8.5,Canal,2.78,6739.9
India,Andhra Pradesh,Tomato,Rabi,2023,Loamy,6.89,55.6,90,67,96,37.4,694,84,4.1,Rainfed,14.73,22307.3
India,Uttar Pradesh,Millet,Zaid,2019,Sandy,6.86,33.6,65,50,110,21.2,1456,61,11.5,Sprinkler,10.13,1347.9
India,Madhya Pradesh,Coffee,Zaid,2019,Alluvial,5.62,31,117,54,10,27.5,403,78,2.6,Canal,5.95,2268.6
India,Tamil Nadu,Wheat,Zaid,2022,Sandy,7.22,26.1,111,43,80,27.1,822,34,11.6,Drip,4.86,3456.3
India,Bihar,Maize,Rabi,2004,Laterite,6.6,57.2,30,67,95,38.2,1813,49,3.9,Rainfed,11.35,4402.1
India,Punjab,Banana,Rabi,2003,Loamy,7.16,27.1,51,19,76,26.4,1527,51,17.3,Drip,8.09,44006.7
India,Rajasthan,Barley,Rabi,2022,Black,7.36,24.8,91,26,92,28.4,298,61,16.6,Canal,5.65,2342.7
India,Madhya Pradesh,Banana,Zaid,2011,Black,6.7,27.7,145,70,103,18.5,1233,72,21.1,Rainfed,2.24,38467.4
India,Uttar Pradesh,Mango,Rabi,2018,Clay,6.11,50.9,32,20,18,26.5,647,61,23.1,Sprinkler,9.33,10007.1
India,Andhra Pradesh,Banana,Zaid,2014,Sandy,5.83,55.6,141,26,108,23.5,224,85,16.7,Drip,7.56,44043.2
India,Maharashtra,Groundnut,Kharif,2024,Black,5.87,52.4,117,24,44,20.5,681,47,4.7,Sprinkler,10.89,1924.2
